16-August-2012	12:27:28.084	HK	3	Pedal down
16-August-2012	12:30:49.089	HK	3	Pedal down
16-August-2012	16:05:03.338	HK	3	Pedal down
16-August-2012	16:07:14.035	HK	4	Pedal up
16-August-2012	16:07:17.296	HK	3	Pedal down
16-August-2012	16:07:30.478	HK	4	Pedal up
16-August-2012	16:07:33.801	HK	3	Pedal down
16-August-2012	16:07:34.690	HK	4	Pedal up
16-August-2012	16:07:35.329	HK	3	Pedal down
16-August-2012	16:10:01.158	HK	4	Pedal up
16-August-2012	16:10:01.424	HK	3	Pedal down
16-August-2012	16:10:06.228	HK	4	Pedal up
16-August-2012	16:10:17.258	HK	3	Pedal down
16-August-2012	16:10:21.735	HK	4	Pedal up
16-August-2012	16:10:22.764	HK	3	Pedal down
16-August-2012	16:10:23.154	HK	4	Pedal up
16-August-2012	16:10:24.356	HK	3	Pedal down
16-August-2012	16:10:25.448	HK	4	Pedal up
16-August-2012	16:21:08.574	HK	3	Pedal down
16-August-2012	16:34:35.252	HK	3	Pedal down
16-August-2012	16:34:35.673	HK	4	Pedal up
16-August-2012	16:35:01.912	HK	3	Pedal down
16-August-2012	16:37:50.954	HK	3	Pedal down
16-August-2012	16:39:49.592	HK	4	Pedal up
16-August-2012	16:40:14.147	HK	3	Pedal down
16-August-2012	16:40:14.474	HK	4	Pedal up
16-August-2012	16:40:23.257	HK	3	Pedal down
16-August-2012	16:40:27.610	HK	4	Pedal up
16-August-2012	16:41:36.609	HK	3	Pedal down
16-August-2012	16:41:36.702	HK	4	Pedal up
16-August-2012	16:44:53.200	HK	3	Pedal down
16-August-2012	16:45:06.179	HK	4	Pedal up
16-August-2012	16:45:07.802	HK	3	Pedal down
16-August-2012	16:45:15.898	HK	4	Pedal up
20-August-2012	19:29:50.858	HK	3	Pedal down
20-August-2012	19:29:55.690	HK	4	Pedal up
20-August-2012	19:31:01.945	HK	3	Pedal down
20-August-2012	19:31:02.377	HK	4	Pedal up
20-August-2012	19:31:02.873	HK	3	Pedal down
20-August-2012	19:31:03.480	HK	4	Pedal up
20-August-2012	19:31:04.040	HK	3	Pedal down
20-August-2012	19:31:04.263	HK	4	Pedal up
20-August-2012	20:24:38.666	HK	3	Pedal down
20-August-2012	20:24:39.450	HK	4	Pedal up
20-August-2012	20:24:41.866	HK	3	Pedal down
20-August-2012	20:26:52.776	HK	3	Pedal down
20-August-2012	20:56:50.949	HK	3	Pedal down
20-August-2012	20:57:14.885	HK	4	Pedal up
20-August-2012	20:57:16.165	HK	3	Pedal down
20-August-2012	20:57:40.916	HK	4	Pedal up
20-August-2012	20:57:42.564	HK	3	Pedal down
